2.31388,-0.0706854,0,0,0,0,1,0,3
7.20394,-0.304912,0,0,0,0,1,0,3
11.7757,-1.07468,0,0,0,0,1,0,3
16.876,-1.82761,0,7.14552e-10,5.67954e-12,-0.0140809,0.999901,0,3
21.9749,-2.66016,0,0,0,0,1,0,3
27.134,-2.87512,0,0,0,0,1,0,3
31.9272,-3.11067,0,0,0,0,1,0,3
37.7392,-3.8977,0,6.08464e-09,4.79076e-11,-0.103314,0.994649,0,3
45.2714,-4.37032,0,0,0,0,1,0,3
53.6175,-5.09755,0,0,0,0,1,0,3
60.0989,-6.07078,0,0,0,0,1,0,3
63.931,-11.4796,0,3.90134e-08,2.57118e-10,-0.653329,0.757074,0,3
62.8426,-18.6367,0,4.03982e-08,-5.91295e-11,-0.674415,0.738353,0,3
60.8284,-28.582,0,4.09001e-08,-4.50421e-10,-0.685266,0.728293,0,3
57.0881,-34.6597,0,4.59217e-08,7.89511e-12,-0.770339,0.637634,0,3
53.695,-41.4776,0,0,0,0,1,0,3
56.2678,-47.3094,0,4.56396e-08,-1.23563e-10,-0.765569,0.643354,0,3
54.8926,-54.5005,0,4.17125e-08,5.63949e-10,-0.692898,0.721036,0,3
53.8491,-61.9719,0,4.22092e-08,1.9774e-12,-0.708127,0.706086,0,3
52.5997,-69.2281,0,4.62881e-08,4.46957e-10,-0.766834,0.641845,0,3
51.0518,-76.3652,0,4.26192e-08,3.62249e-10,-0.707834,0.706378,0,3
50.0204,-83.6485,0,3.79126e-08,-2.91813e-11,-0.636091,0.771614,0,3
49.0243,-90.6167,0,4.19572e-08,9.3475e-11,-0.702789,0.711398,0,3
49.2272,-97.6034,0,3.85112e-08,-6.51419e-12,-0.645929,0.763397,0,3
49.0025,-103.615,0,3.47538e-08,2.63676e-12,-0.583005,0.812468,0,3
48.0467,-109.493,0,4.70043e-08,-2.0925e-10,-0.788909,0.614511,0,3
46.0247,-114.515,0,4.84242e-08,-5.13376e-11,-0.812276,0.583274,0,3
41.6135,-123.274,0,5.12885e-08,4.25207e-10,-0.866645,0.498926,0,3
